"permutations";"#UUIDs";"#classes";"#clone_configs";"Runtime ss";"Memory Consuption"
"family_model_0";"27,328";"30794682400"
"family_model_1";"10,755";"30332979272"
"family_model_2";"03,803";"8885164472"
"family_model_3";"54,800";"16642148560"
"family_model_4";"05,935";"30764555680"
"family_model_5";"05,976";"48224220064"
"family_model_6";"21,838";"26666814176"
"family_model_7";"13,632";"8064163960"
"family_model_8";"23,284";"14751343224"
"family_model_9";"29,801";"33251648712"
