"permutations";"#UUIDs";"#classes";"#clone_configs"
"8_2_4_12_14_7_11_9_15_16_6_3_13_1_5_10";"11233";"5";"114"
"12_11_9_14_4_16_1_8_13_5_6_10_2_3_7_15";"11393";"5";"114"
"16_3_9_8_6_5_14_4_11_2_13_15_7_10_1_12";"11259";"5";"114"
"3_8_1_6_5_9_16_10_2_7_4_14_13_15_11_12";"11273";"5";"114"
"7_8_5_12_3_14_10_16_11_2_13_9_15_6_1_4";"11267";"5";"114"
"14_4_16_13_2_5_1_6_8_11_3_9_10_12_7_15";"11327";"5";"114"
"4_9_10_2_14_6_5_16_7_13_3_15_12_11_1_8";"11548";"6";"114"
"12_15_8_2_9_14_1_13_6_5_7_16_11_3_10_4";"11214";"5";"114"
"14_15_1_12_16_6_4_8_2_10_5_13_9_3_7_11";"11172";"5";"114"
"14_11_16_8_9_15_13_1_2_3_10_12_4_6_5_7";"11221";"5";"114"
"11_6_14_13_4_16_3_10_5_7_15_1_9_12_8_2";"11307";"5";"114"
"7_6_13_4_9_3_5_16_14_2_8_11_1_12_10_15";"11297";"5";"114"
"16_1_2_7_3_14_12_15_11_10_5_8_4_6_9_13";"11185";"5";"114"
"5_13_10_4_11_7_1_16_14_8_12_9_2_15_6_3";"11473";"5";"114"
"15_11_3_6_16_10_7_5_12_8_9_13_4_1_14_2";"11282";"5";"114"
"8_2_11_4_15_3_7_6_16_5_10_14_9_12_1_13";"11296";"5";"114"
"10_6_5_16_2_1_11_7_9_3_12_8_15_14_13_4";"11389";"6";"114"
"16_13_8_6_9_4_14_15_10_12_5_11_7_2_3_1";"11232";"5";"114"
"5_13_14_2_10_1_11_4_16_12_7_6_15_9_3_8";"11335";"5";"114"
"2_5_16_12_14_8_6_10_9_11_3_15_13_1_7_4";"11293";"5";"114"
"4_16_1_10_7_6_13_2_15_3_12_5_8_11_9_14";"11210";"5";"114"
"2_5_6_12_3_10_15_13_14_11_7_4_16_1_8_9";"11283";"5";"114"
"1_13_14_8_7_16_12_2_5_15_11_3_6_9_10_4";"11212";"5";"114"
"11_4_1_8_5_13_10_16_2_3_6_7_9_12_14_15";"11479";"5";"114"
"8_11_13_1_15_4_16_3_12_5_9_7_14_2_10_6";"11268";"5";"114"
"13_8_1_6_2_10_12_14_3_5_4_9_11_15_16_7";"11272";"5";"114"
"14_5_16_10_4_1_12_3_6_2_15_8_7_13_9_11";"11248";"5";"114"
"10_14_3_16_11_8_5_13_1_15_12_7_2_6_9_4";"11336";"5";"114"
"12_4_3_2_13_6_7_11_10_1_5_15_8_14_16_9";"11410";"5";"114"
"13_3_8_14_16_4_15_6_7_11_2_5_1_12_9_10";"11308";"5";"114"
"1_11_14_9_5_7_3_8_2_4_16_10_15_13_12_6";"11419";"5";"114"
"1_13_14_10_11_15_4_12_6_8_3_5_9_7_2_16";"11249";"5";"114"
"15_11_6_7_14_16_2_9_12_13_10_5_4_1_8_3";"11258";"5";"114"
