"permutations";"#UUIDs";"#classes";"#clone_configs"
"12_6_5_2_15_1_13_7";"11671";"0";"0"
"1_8";"8696";"0";"0"
"14_11_16_1_7_15_13_4_12_3_10";"11777";"2";"22"
"1";"6050";"0";"0"
"9_1_16_11_14_10";"11807";"2";"12"
"3_11_15_10_7_14_1_8";"11610";"1";"16"
"1";"6050";"0";"0"
"12_11_4_1_13_16_15_10_9";"12244";"2";"18"
"15_11_3_8_10_14_13_12_2_5_16_1_4";"11939";"2";"26"
"7_8_11_9_3_13_1_5_12_2_4";"11944";"2";"22"
"12_13_9_6_1_16_7_4_8_5_10_15";"12290";"2";"24"
"1";"6050";"0";"0"
"1_16_9_4_12_15_5_10_7_6_13_3_11_14";"12235";"2";"28"
"14_7_1_15_13_16";"9923";"0";"0"
"6_1_15_9_10_7_8_11";"11556";"2";"16"
"8_16_5_10_15_2_1";"9929";"0";"0"
"9_11_1_13_15_14";"11705";"2";"12"
"13_7_10_4_1_14";"12532";"2";"12"
"9_14_2_1_7";"9816";"0";"0"
"1_15";"9694";"0";"0"
"16_4_3_8_9_15_11_1_10";"12203";"2";"18"
"14_11_6_7_3_13_2_8_10_5_12_1";"11962";"2";"24"
"1_11_14_13_6_12_2_8_3_15_4_5";"12006";"2";"24"
"4_1_6";"10657";"1";"6"
"1_11_10_13_9";"11468";"2";"10"
"12_5_7_9_3_1_11_2_8_4_13_10_6_14";"12283";"2";"28"
"1_12";"11131";"0";"0"
"4_15_5_1_14_2_11_8_7";"11631";"1";"18"
"5_1_8_2_11_16_15_13";"12174";"2";"16"
"8_11_4_9_6_3_14_13_2_7_1_10_15";"12167";"2";"26"
"16_1_12";"11497";"0";"0"
"8_11_5_14_15_13_7_4_6_9_12_1_16_10_3";"12152";"2";"30"
"7_4_11_10_2_1_12";"12068";"2";"14"
"12_9_13_1_2_5_4";"11752";"2";"14"
"3_1_8";"10316";"1";"6"
"10_1";"7591";"0";"0"
"12_4_13_3_16_9_1_15_14_10_5_7_2_6";"12276";"2";"28"
"13_1_6_9";"9400";"0";"0"
"4_1_5_7_16_11_14_3_13_2_9_12_8";"11870";"1";"26"
"1_4_16";"11848";"2";"6"
"3_15_13_1_9_8_11_7_5";"11606";"1";"18"
"1";"6050";"0";"0"
"1_8_5_10_15_2_16_9_7_12";"11697";"0";"0"
"2_14_13_6_7_11_12_1_9_16_4_10_5";"12673";"2";"26"
"6_12_5_2_1";"11648";"0";"0"
"6_12_8_1_15_4_5";"12043";"2";"14"
"6_1";"8281";"0";"0"
"10_14_4_11_2_7_16_3_13_1_6_15";"12441";"2";"24"
"9_1_3";"10468";"2";"6"
"5_4_2_1_7_15_8_14_9_11_16_12_10_3_13";"12286";"2";"30"
"3_10_12_7_13_15_4_1_5_6_11_2_8_9_14";"11985";"1";"30"
"1";"6050";"0";"0"
"4_11_12_1_5";"11761";"1";"10"
"2_11_1";"10861";"2";"6"
"3_15_12_10_2_9_4_16_7_14_8_5_1";"11660";"1";"26"
"15_9_1_7_8_5_12_14_16_4_2";"11654";"2";"22"
"1_8_2";"8701";"0";"0"
"8_1_3_6_15";"12139";"2";"10"
"8_13_9_3_15_1_16_14_4_6_7_11_12_5_2";"12509";"2";"30"
"14_5_15_6_2_3_1";"11930";"2";"14"
"3_11_15_2_10_14_13_1_9";"11583";"1";"18"
"16_1_7";"9832";"0";"0"
"13_15_14_11_1_5_8_16_4_12_2_7_10_9";"11787";"2";"28"
"8_1_11_12_2_10_6_4_15_14";"12296";"2";"20"
"9_10_4_12_5_8_2_1_7_3_6_16_15_14_11";"12138";"2";"30"
"16_6_1_8_5_12_2_4_11_13_15_14";"11984";"2";"24"
"13_15_12_16_11_7_14_6_9_4_1_2";"11796";"2";"24"
"16_11_4_6_12_7_1_15_14_10_13_2_5_8";"12092";"2";"28"
"13_1_4_11_7_9_3_10_14_15_2_5_16_6";"12027";"2";"28"
"1_14_12_7_8_3";"11619";"2";"12"
"13_16_6_1";"9837";"0";"0"
"1_2_4_9_7_6_16_12_11_5";"12052";"2";"20"
"3_2_13_15_5_10_8_12_9_11_7_1";"11934";"1";"24"
"2_4_10_13_5_16_1_11_9_3_15_12_14_7_8";"12477";"2";"30"
"8_2_14_1_3_12_15_5";"12471";"2";"16"
"12_4_9_16_8_14_7_3_11_1_15_5_13";"12468";"2";"26"
"6_15_1_2_4_5_14_10_13";"12164";"2";"18"
"6_14_5_1_2";"9673";"0";"0"
"8_16_1_13_7_9_10_4_14_15_3_6";"12191";"2";"24"
"5_6_16_8_12_10_9_1_15_3_11_4";"11728";"2";"24"
"1_4_3";"10308";"2";"6"
"10_11_14_3_16_2_4_1_5_6_13_15_8_12";"12396";"2";"28"
"14_1";"9306";"0";"0"
"1";"6050";"0";"0"
"1_12_13";"11704";"0";"0"
"3_6_15_10_16_7_4_1_12_11_14_8_9";"11644";"1";"26"
"4_13_6_3_12_1_8_9_15_2_7_10";"11720";"1";"24"
"2_6_14_4_1";"11812";"2";"10"
"1_4_15";"11837";"2";"6"
"13_1_10_11_16_3_4";"12095";"2";"14"
"1";"6050";"0";"0"
"4_5_1_13_11_3_2_7_6";"11552";"1";"18"
"7_14_1_11";"11481";"2";"8"
"14_3_1_5";"11205";"2";"8"
"13_15_14_8_1_2_9_7_3_12_6_4";"12409";"2";"24"
"15_14_3_7_5_8_1_2_6";"11822";"2";"18"
"16_5_3_8_13_2_9_10_12_6_1";"12072";"2";"22"
"1";"6050";"0";"0"
"11_6_1_8_12_9_7_5_4_13_16_14_3_2";"11315";"1";"28"
"4_6_5_13_8_14_11_7_15_9_2_16_1";"11682";"1";"26"
"8_10_2_15_9_13_16_7_3_5_14_12_11_1";"12536";"2";"28"
"1_11";"10562";"2";"4"
"6_1";"8281";"0";"0"
"6_4_13_15_12_16_5_9_7_10_11_1_2_3_8";"12380";"2";"30"
"9_5_1_16_3_6_14_11_4_15_12";"12254";"2";"22"
"1_12_16_14_3_4_2_8_11_7_10";"12194";"2";"22"
"8_5_7_11_9_12_1_10";"11951";"2";"16"
"10_1";"7591";"0";"0"
"1_8_12";"11487";"0";"0"
"1_7";"9296";"0";"0"
"10_6_4_8_11_15_2_12_3_7_5_16_9_1_14";"12528";"2";"30"
"6_2_11_14_1";"11661";"2";"10"
"7_9_2_1_13";"9733";"0";"0"
"6_3_12_4_9_14_1_16_2";"12166";"2";"18"
"11_13_14_12_10_16_1_15_4_6";"11569";"1";"20"
"9_10_7_5_11_3_1_4_12_13";"11983";"2";"20"
"12_11_1_5_15_8";"12549";"2";"12"
"3_4_8_12_5_6_14_16_7_1_10_13";"11633";"1";"24"
"4_1_2_14_9_15_16_8_12_3_5_10_11_7_13";"11928";"1";"30"
"6_12_11_14_5_9_13_15_16_10_8_7_1_4";"12022";"2";"28"
"1";"6050";"0";"0"
"7_12_1_13_11_5_10_2_9_3_14_4_16_6";"12134";"2";"28"
"12_15_8_7_1_14_6_16_3_11_5_4_13_10";"12034";"2";"28"
"2_15_14_16_3_6_10_12_5_9_1_13_4_11_8";"12808";"2";"30"
"1_16_9_8";"9731";"0";"0"
"7_1_12_13_16";"11617";"0";"0"
"1_3";"9538";"2";"4"
"11_10_3_16_6_9_5_1_8";"11882";"1";"18"
"3_15_9_13_5_1_6";"11566";"1";"14"
"8_5_1_4_6";"11556";"2";"10"
"12_7_1_3_5";"11886";"2";"10"
"10_11_5_4_15_12_8_6_14_13_16_1";"12201";"2";"24"
"6_1";"8281";"0";"0"
"3_5_7_4_2_12_13_1_11_14_10_6";"11629";"1";"24"
"7_1_12_15";"11522";"0";"0"
"6_1_2_11";"11279";"2";"8"
"1_4_14_9_16";"12154";"2";"10"
"2_16_15_11_1_13_6_10_5_14";"12360";"2";"20"
"1_16_9_5_14_6_13";"9863";"0";"0"
"5_14_15_1_3_11_4_12";"11619";"2";"16"
"15_1_4_2";"11447";"2";"8"
"1_16";"9721";"0";"0"
"3_1_16_14_7_2_11_5_15_9_13_4_6_12";"11510";"1";"28"
"13_1_16";"9825";"0";"0"
"4_1";"10016";"1";"4"
"5_6_3_4_12_7_8_14_11_1_2";"12226";"2";"22"
"5_9_4_14_11_7_8_6_15_1_16_13_10";"12305";"2";"26"
"15_16_13_9_7_4_6_14_11_5_10_1";"12251";"2";"24"
"10_1_14_13_12_6_7_16_2_9";"11686";"0";"0"
"6_11_1_7_14_2";"11797";"2";"12"
"16_1";"9722";"0";"0"
"1_8_2_11";"11369";"2";"8"
"12_5_13_10_9_8_11_6_1_3_16";"12428";"2";"22"
"1_7";"9296";"0";"0"
"7_3_12_11_4_14_15_8_16_1_13_5_9";"12323";"2";"26"
"5_12_7_3_10_1_15_2_6_14_16_4_13";"12143";"2";"26"
"1_2";"6568";"0";"0"
"13_12_1";"11524";"0";"0"
"1";"6050";"0";"0"
"6_12_8_7_5_9_3_1_16_2";"12446";"2";"20"
"4_11_9_1_8_16_6_13_2_12_15_10_3_5_7";"11903";"1";"30"
"5_12_7_1_9_4";"11550";"2";"12"
"1_16_9_15_3_12_4";"12033";"2";"14"
"1_12_10_4_16_2";"11980";"2";"12"
"1";"6050";"0";"0"
"16_3_15_2_1_10_4_5";"12022";"2";"16"
"11_1_12_13_2";"11345";"1";"10"
"3_6_1_2_7_13_10_16_8_11_12_5";"11393";"1";"24"
"2_16_7_12_15_14_1_10";"11659";"0";"0"
"2_9_7_11_10_13_1_6_4_12_5";"12144";"2";"22"
"8_16_9_4_12_1_2_14_5_13";"12248";"2";"20"
"1";"6050";"0";"0"
"1_3_7";"11211";"2";"6"
"10_14_2_1_6_11";"11369";"2";"12"
"4_1_6_3_5";"11363";"1";"10"
"9_1_12_14_4_8_5_15_6";"12435";"2";"18"
"3_6_13_5_10_7_4_14_16_9_1_15_2_12";"11732";"1";"28"
"13_7_15_10_1_9_6_3_14_5_11_16_2_12_8";"12522";"2";"30"
"11_10_8_6_7_13_9_4_3_12_16_15_1";"11969";"1";"26"
"14_3_6_1_11_16_15";"11653";"2";"14"
"9_5_10_15_8_12_3_2_6_11_16_1_4_13";"12440";"2";"28"
"9_1_4_6_11_3_5_12_2_14";"12214";"2";"20"
"13_16_14_1_11_2_5_8_15_4_7_3";"12285";"2";"24"
"2_4_9_1_11_7_10";"12049";"2";"14"
"3_14_1";"10711";"1";"6"
"15_4_14_6_16_1_3_7_12_2_9";"12233";"2";"22"
"2_8_1_12_6_14_10_16_13_3_7_11_15";"12268";"2";"26"
"2_1_10_12_4_8_6_9_5_3";"11987";"2";"20"
"3_1_2_15_4_10";"11424";"1";"12"
"6_1_9_14";"9388";"0";"0"
"1";"6050";"0";"0"
"5_1_16_4_12_3";"11785";"2";"12"
"7_15_1";"9721";"0";"0"
"5_12_8_16_15_14_3_6_11_13_1_10_2_7_4";"11924";"2";"30"
"1_7_10_15_16";"9910";"0";"0"
"10_13_2_11_1_3_16_15_12_6_9";"12162";"2";"22"
"12_14_3_2_15_6_1_13_7_8_5_16_11_10";"11944";"2";"28"
"7_9_15_6_1_16_5_13_2_4_8_12_10";"12226";"2";"26"
"1_11_13";"11174";"2";"6"
"5_7_16_8_2_4_14_13_6_11_3_1";"12583";"2";"24"
"4_16_1_8_12_10";"11505";"1";"12"
"1_6_3";"10003";"2";"6"
"1_14_2_7_16_11_5_15_12";"12365";"2";"18"
"7_14_1_10_15_3";"11658";"2";"12"
"8_14_7_4_15_6_3_9_10_2_1_13_11";"12311";"2";"26"
"14_10_9_7_4_3_1_16_6";"12275";"2";"18"
"7_11_8_14_6_15_5_1_10_4";"11997";"2";"20"
"1_2";"6568";"0";"0"
"12_2_1_4_6_16_14";"12078";"2";"14"
"1_3_10";"10776";"2";"6"
"12_10_14_8_7_6_1_5";"11899";"0";"0"
"1_7";"9296";"0";"0"
"1_4_10_3_8_14_13_2";"12196";"2";"16"
"3_1_4_10_16";"11419";"1";"10"
"5_6_16_1_2_14_15_10_11_13_9_3_7_12_4";"12224";"2";"30"
"5_11_4_14_3_12_6_16_15_13_2_10_1_7";"12120";"2";"28"
"5_8_9_4_16_11_12_1_7_3_13_14";"12186";"2";"24"
"16_2_12_10_4_9_8_13_14_15_1_6";"12593";"2";"24"
"6_1_10_13_9_11_5_12";"12229";"2";"16"
"8_4_12_16_2_6_13_1_5_9_3_7";"12294";"2";"24"
"1_3";"9538";"2";"4"
"5_16_12_1_10_14";"11626";"0";"0"
"4_1";"10016";"1";"4"
"12_13_1_5_11_6_8_10_3_9_14_16_15_2";"12365";"2";"28"
"4_6_14_1_15";"11566";"1";"10"
"1_5_10_16";"9976";"0";"0"
"13_2_11_1";"11321";"2";"8"
"3_4_12_11_15_6_2_13_1_7";"11612";"1";"20"
"5_11_12_3_13_16_15_4_1_14";"12274";"2";"20"
"1_14_10_2_8";"9757";"0";"0"
"1_3_4_10_11_5_12_15_2_9_7";"11795";"2";"22"
"14_6_10_3_9_8_1_11_4";"12066";"2";"18"
"10_2_16_1_3_6_9";"11814";"2";"14"
"12_1_10_16_7_13_2_5_11";"11820";"2";"18"
"1_8_15";"9813";"0";"0"
"3_11_14_10_1_2_16_5";"11330";"1";"16"
"8_10_7_14_16_2_1_13_3_4_5_11";"12109";"2";"24"
"2_4_5_13_15_3_1";"12117";"2";"14"
"3_10_4_15_7_5_11_9_16_12_13_14_1_6";"12006";"1";"28"
"7_1_15_9_8_3_12_6_11_5_16_10_14_13_4";"12422";"2";"30"
"1";"6050";"0";"0"
"7_1_14_4_16_8_6";"12207";"2";"14"
"6_16_9_5_3_12_10_1";"12071";"2";"16"
"9_10_7_15_5_2_11_1";"11615";"2";"16"
"14_2_5_10_15_1_9_7_4_12_6_13_3_8_16";"12369";"2";"30"
"1_14_8";"9652";"0";"0"
"16_6_15_2_1_3_7";"12187";"2";"14"
"14_6_12_16_5_2_10_15_1_7_8";"11675";"0";"0"
"4_1";"10016";"1";"4"
"13_4_14_1_15_9_3_8_10_7_12_11_6";"12296";"2";"26"
"7_1_13_3_6_10_15_12_16_5_14_8_2_9";"12480";"2";"28"
"10_1_4_7_13_6_14_11";"12029";"2";"16"
"13_5_15_10_12_3_4_1_14_7_6";"12580";"2";"22"
"7_3_1_12_11";"11600";"2";"10"
"11_4_2_6_1";"11617";"1";"10"
"9_8_1_12_2_5_14_3_10";"11751";"2";"18"
"6_15_8_1_7_11_2_3_14_10_9";"11913";"2";"22"
"1_7_15_3";"11483";"2";"8"
"5_16_1_4_7_12_10_2";"12119";"2";"16"
"13_1";"9279";"0";"0"
"1_6";"8280";"0";"0"
"1_13_10_9_6";"9688";"0";"0"
"6_16_1_3_12_7_4";"12373";"2";"14"
"3_4_14_13_16_1_10_12_2_5_7_11_9_8";"11726";"1";"28"
"9_11_1_6_2_3";"11548";"2";"12"
"5_15_9_6_12_1_13_10_8_2_16_7";"11649";"0";"0"
"12_14_8_1_6_10_2_3_15_5_4";"12464";"2";"22"
"5_11_4_13_9_3_10_1_14_16";"12137";"2";"20"
"1";"6050";"0";"0"
"14_16_7_3_10_1_9_13_6";"12056";"2";"18"
"14_6_5_7_16_4_11_3_12_1_13_9";"12082";"2";"24"
"1_12_16_7_15_3_5_6_9_4";"12184";"2";"20"
"6_7_2_3_1_14_4_15_11_8_5_16_9_10";"12387";"2";"28"
"16_10_1_14_7_9_5_11_12";"11842";"2";"18"
"5_16_6_7_2_1_9";"9903";"0";"0"
"1_6";"8280";"0";"0"
"7_1_5_16_2_9_15_12_8_14";"11626";"0";"0"
"3_1_9_7_12_5_15_13";"11484";"1";"16"
"16_12_8_6_13_9_1_3_14_10_11_2_7_4_15";"12500";"2";"30"
"11_7_14_4_5_16_1_9_3_12";"11683";"1";"20"
"13_2_1_3_9_11_16_15_14";"12148";"2";"18"
"11_2_12_15_3_6_13_1_4_7_9_8_16_14";"11912";"1";"28"
"13_4_10_9_1_15_6_2";"12309";"2";"16"
"1";"6050";"0";"0"
"11_2_8_1_3_13_15_12_4_7_14_6_16";"11941";"1";"26"
"5_4_1_12_11_16_9_8_2_15_7_6";"12048";"2";"24"
"1_13_9_8_7";"9758";"0";"0"
"16_6_12_10_1_8_9";"11608";"0";"0"
"13_1";"9279";"0";"0"
"6_4_3_16_1_10_14_5_2_7_12_15";"12199";"2";"24"
"12_1_10_14";"11720";"0";"0"
"4_10_15_2_16_1_11_7";"11880";"1";"16"
"11_1_9_8_12_16_6";"11413";"1";"14"
"1_14_8_11_6_9_10_3_12_4_5_7_13_2_15";"12374";"2";"30"
"15_6_5_10_2_4_9_8_1_14_16";"12584";"2";"22"
"6_1_14_11_12_4_15_8_13_9_7_3";"11938";"2";"24"
"5_7_11_1_14";"11636";"2";"10"
"1_2_4_12_10_13_16_15";"11958";"2";"16"
"15_13_2_11_8_7_10_1_4";"12622";"2";"18"
"3_7_13_14_6_1_8_2";"11500";"1";"16"
"13_7_12_1_11_4_6_3";"12042";"2";"16"
"7_1_6_3";"11131";"2";"8"
"1";"6050";"0";"0"
"1";"6050";"0";"0"
"9_3_10_7_4_1";"11757";"2";"12"
"8_15_5_1_4_11_10_3_13";"11934";"2";"18"
"11_4_14_16_1_12_10_7_3_9_13_5";"11699";"1";"24"
"1_7_8_3_14_11_13_6_2";"11867";"2";"18"
"14_1_10_16";"9815";"0";"0"
"12_1_9";"11136";"0";"0"
"1_11_8_10_12_14_15_13_16_3_4_6_2_9";"12082";"2";"28"
"11_12_1_9_5_16_6_15_8_2";"11816";"1";"20"
"4_11_1_8_7_3_2_10_13_9_15_16_12_5_14";"11961";"1";"30"
"16_9_6_10_1_5_14_3";"11588";"2";"16"
"6_1";"8281";"0";"0"
"14_7_4_8_1_13_3_5_15_11";"12090";"2";"20"
"1_14_3_10_13_11_15_7";"12313";"2";"16"
"11_4_14_1_8_13_15_2_7_9_3_6";"11684";"1";"24"
"6_14_4_1_5";"11871";"2";"10"
"3_8_4_6_2_16_12_11_9_13_1_10";"11625";"1";"24"
"1_3_16_7_15_9_8_5_11";"11909";"2";"18"
"1_6_12_4_7_13_15_3";"12221";"2";"16"
"1_2_11_3_13_16_5";"11949";"2";"14"
"5_12_4_15_8_3_16_1_10_2_7";"12259";"2";"22"
"3_1_5";"10505";"1";"6"
"10_6_13_3_16_1_5";"12415";"2";"14"
"11_7_13_12_6_1";"11627";"1";"12"
"7_14_11_4_10_1_9_13_12_2_5";"12160";"2";"22"
"5_1_11_9_2";"11286";"2";"10"
"12_5_11_1_7_9_4";"11735";"2";"14"
"7_1_15_8_3_16_6_9_10_11_2";"12389";"2";"22"
"15_2_4_11_14_12_9_3_8_5_6_1_16_13";"12366";"2";"28"
"1_16_4_10";"11451";"2";"8"
"2_3_5_6_13_9_11_1_7_14_12_4";"12246";"2";"24"
"8_11_12_13_10_1_5_6";"12440";"2";"16"
"2_7_10_16_1_3_15_12_9_13";"12461";"2";"20"
"5_2_8_15_14_6_9_11_12_4_1_16";"12319";"2";"24"
"6_8_1_7_3_15_14_12_2_4_10_16_13_11_9";"12372";"2";"30"
"5_10_1_11_7_16_8_4";"12347";"2";"16"
"6_2_14_16_1_10_4_13";"12255";"2";"16"
"14_1_7_9_6_5_11_3_2_12_15_8";"12231";"2";"24"
"15_13_3_2_1_12_8";"11868";"2";"14"
"6_1_4_12_13_11_8_5_15_14_3_9";"12017";"2";"24"
"8_1_5_15_12_11_2_9_3";"11654";"2";"18"
"13_1_9_16_5_14";"9855";"0";"0"
"1_14_9_2";"9558";"0";"0"
"1_16_8";"9729";"0";"0"
"1_3_7_13_8_5_6_15_12_14_9_2_4";"12151";"2";"26"
"1";"6050";"0";"0"
"3_9_12_11_4_1_8_6_2_16_15";"11532";"1";"22"
"11_13_15_8_1_3_12_2_7_6_5_10_14";"11644";"1";"26"
"10_15_8_13_5_16_4_14_3_6_11_9_12_1_2";"12660";"2";"30"
"7_1_8_2_6_15_3_9_10_11_5_4";"11936";"2";"24"
"10_8_6_13_1_2_14";"9920";"0";"0"
"11_1_4_13_7_5_15_10";"11438";"1";"16"
"15_11_4_10_7_1_3_14_9_6_8_5_13_2_16";"12102";"2";"30"
"13_4_1_6_3_12";"12072";"2";"12"
"14_10_3_16_8_1_12_11_7_4_5_15_13";"12414";"2";"26"
"5_2_6_14_15_9_1";"10002";"0";"0"
"1";"6050";"0";"0"
"14_11_1_16";"11539";"2";"8"
"1";"6050";"0";"0"
"13_12_1_4_10";"11561";"2";"10"
"15_1_11";"11457";"2";"6"
"14_6_8_2_16_10_13_7_15_4_11_5_1_3";"12352";"2";"28"
"1_12_5_15_2_6_8_16_9_14_11";"11832";"2";"22"
"9_1_3_12_2_16_7_11_6_8_13_4_15";"12169";"2";"26"
"1";"6050";"0";"0"
"6_11_3_10_15_5_7_2_4_9_12_16_1_8";"12313";"2";"28"
"16_8_13_1";"9857";"0";"0"
"1_7_12_3_15_11_2_4";"12352";"2";"16"
"9_4_11_16_15_1";"12161";"2";"12"
"10_3_8_1_12_2_15_14_16_6_4";"12264";"2";"22"
"1";"6050";"0";"0"
"4_14_8_5_1_16_9";"11627";"1";"14"
"16_14_15_5_1_10_7_9";"9867";"0";"0"
"11_4_6_13_1_10_9_8_3";"11606";"1";"18"
"1";"6050";"0";"0"
"15_12_1_2_10_9";"11516";"0";"0"
"1";"6050";"0";"0"
"6_1_2_3_7_5_9_11_13_8_14_12_15";"12241";"2";"26"
"9_6_8_1_4_12_13_10_14_15_5_3_7_11_2";"12282";"2";"30"
"2_1_5";"9169";"0";"0"
"1";"6050";"0";"0"
"13_3_1";"11105";"2";"6"
"11_9_8_1_5_12_7_2_4_15_13_14_16_3";"11543";"1";"28"
"2_3_12_13_4_15_16_8_5_1";"12339";"2";"20"
"9_1";"7118";"0";"0"
"1_3_9_10";"10779";"2";"8"
"5_15_1_13";"9740";"0";"0"
"1";"6050";"0";"0"
"11_8_10_14_16_3_1";"11601";"1";"14"
"2_8_5_1_10_15_13_4_11_16_12";"12066";"2";"22"
"1";"6050";"0";"0"
"5_1";"8881";"0";"0"
"11_2_15_1_6_5_7_4_16_13_8_12";"11919";"1";"24"
"13_4_9_7_5_2_1_8_11_3_16_10_15_14";"12359";"2";"28"
"5_4_16_12_13_9_1_3_15_8_14_6_10";"12269";"2";"26"
"14_10_5_1_13_6_9_7";"9934";"0";"0"
"11_6_5_7_8_13_4_16_1_15_9_10_3_12_14";"11687";"1";"30"
"5_3_7_16_10_12_9_6_11_2_8_4_13_14_1";"12121";"2";"30"
"14_2_9_15_11_6_1_3_13";"12125";"2";"18"
"5_1_3_13_2_14_10_15_12_4_11_7";"12344";"2";"24"
"16_4_14_8_15_9_6_10_12_7_1_13_5";"12307";"2";"26"
"1_14_8_10_11_2_3";"11481";"2";"14"
"10_1_12_3_9_5_2_15_16_4_14_11_13_6";"12388";"2";"28"
"12_15_7_3_13_11_10_6_9_1";"11972";"2";"20"
"16_11_9_14_7_13_5_10_2_12_1";"11957";"2";"22"
"15_6_1";"9836";"0";"0"
"6_13_8_1";"9743";"0";"0"
"1_7_8_3_10_13_5_9";"12057";"2";"16"
"6_7_5_16_14_1_4_13_8";"12164";"2";"18"
"16_8_10_1_7_9_11_13_4_5";"11972";"2";"20"
"1_4_15_5_11";"12005";"2";"10"
"15_6_2_12_7_1_14";"11655";"0";"0"
"14_1";"9306";"0";"0"
"11_1_12_8_9_6_2";"11352";"1";"14"
"15_2_1_14_8_11_10_12_5_16_9";"12283";"2";"22"
"1_8_11_15_5";"12267";"2";"10"
"9_6_10_8_16_15_14_5_3_2_1_12_11_7";"12553";"2";"28"
"15_3_5_4_6_1_14_11_10";"12057";"2";"18"
"9_11_1_13_16_15";"11705";"2";"12"
"1";"6050";"0";"0"
"15_8_12_4_1_5";"12057";"2";"12"
"4_10_3_1_15_8";"11836";"1";"12"
"10_15_9_1";"9703";"0";"0"
"7_8_15_3_5_9_4_12_6_10_1_16_11_14_2";"11906";"2";"30"
"1_10_12_13";"11709";"0";"0"
"13_9_2_3_6_15_10_11_1_4";"12350";"2";"20"
"9_14_1_12_4_6_10_11_8";"11973";"2";"18"
"5_13_1_6";"9418";"0";"0"
"15_11_2_10_6_12_1_7_5_9_3_13_16";"11975";"2";"26"
"2_1_14_4_16_15";"12147";"2";"12"
"4_9_11_1_12";"11252";"1";"10"
"14_1_5_2";"9667";"0";"0"
"10_15_8_13_5_11_9_6_16_14_1";"12674";"2";"22"
"1_15";"9694";"0";"0"
"2_12_15_11_5_4_1_3_13_14_9_8_7_10_6";"12683";"2";"30"
"11_4_14_6_1";"11412";"1";"10"
"12_1_10_8_13_9_4";"11816";"2";"14"
"1_12";"11131";"0";"0"
"9_13_1_2_15_3_11_12_16_7_8_14_6_5";"12292";"2";"28"
"1_4_10_5";"11865";"2";"8"
"13_9_16_1_10_15";"9834";"0";"0"
"1_11_7_8_5_10_14_16_15_13_3_9_2_4";"12096";"2";"28"
"6_11_15_8_4_14_2_13_10_1_16";"12044";"2";"22"
"2_11_1_4_15_12";"11703";"2";"12"
"7_11_8_14_3_12_1_15_6_5";"12332";"2";"20"
"10_8_3_1_2_11";"11900";"2";"12"
"13_8_14_10_6_4_1_5_9_12";"12696";"2";"20"
"1_6_9";"9189";"0";"0"
"5_10_8_12_16_1_14_2_13";"11843";"0";"0"
"12_1_7_8_6_10_16_4_13";"12430";"2";"18"
"1_2_5_8";"9500";"0";"0"
"4_9_2_7_5_10_1_13_15_14_3_16_11_6_8";"11955";"1";"30"
"3_12_2_13_1_4_9_15_10_11_6_8_14";"11808";"1";"26"
"13_7_15_3_1_4_6_12_8_10_16_14";"11932";"2";"24"
"1_14_3_8_7_10_6";"12045";"2";"14"
"7_3_5_10_1_14_15_8_4_16_11_13";"12174";"2";"24"
"3_2_1_13_4_6_11_10_7";"11540";"1";"18"
"4_1_12";"11060";"1";"6"
"1";"6050";"0";"0"
"12_15_1";"11505";"0";"0"
"1";"6050";"0";"0"
"4_11_2_16_9_15_5_7_1_3_14_13_12_8";"11894";"1";"28"
"11_14_8_4_5_9_1_16_15_7_2";"11667";"1";"22"
"16_1";"9722";"0";"0"
"9_10_2_12_4_6_1";"11921";"2";"14"
"8_12_15_2_1_13_16";"11624";"0";"0"
"1_14_16";"9740";"0";"0"
"15_1_3_16_4";"12327";"2";"10"
"1";"6050";"0";"0"
"16_11_1_2";"11706";"2";"8"
"1_16";"9721";"0";"0"
"11_16_12_1_10_4_9_8_5_14_2";"11633";"1";"22"
"1_6";"8280";"0";"0"
"6_1";"8281";"0";"0"
"5_6_9_13_7_16_15_2_1_3_11";"11752";"2";"22"
"12_3_13_1_10_4_16";"12019";"2";"14"
"14_11_2_9_4_16_15_7_13_8_3_1_6_5";"11763";"2";"28"
"10_1_7_13_15_14_5";"9970";"0";"0"
"1";"6050";"0";"0"
"10_8_2_14_4_7_12_1_16_15";"12644";"2";"20"
"12_10_6_8_14_13_1_2_9_7_4_11_15_16_5";"12274";"2";"30"
"13_12_10_1_3_11_2_16_7_8_14";"12306";"2";"22"
"2_5_1_8_7_14_9_6_15_13_3";"11715";"2";"22"
"2_16_11_4_6_9_3_1_8_13_7_12_15_14";"12362";"2";"28"
"11_4_12_1_10_2";"11259";"1";"12"
"2_9_8_14_15_7_11_4_3_10_5_13_1_6";"12052";"2";"28"
"11_8_13_7_3_12_16_10_6_1";"11674";"1";"20"
"5_6_14_12_9_4_1_11_8_10_7_2_3";"12028";"2";"26"
"16_7_1_12_4_6";"12037";"2";"12"
"2_1_12_15";"11685";"0";"0"
"15_2_1";"9703";"0";"0"
"1_9";"7118";"0";"0"
"1";"6050";"0";"0"
"9_1";"7118";"0";"0"
"6_1_2_14";"9574";"0";"0"
"5_4_10_1_8_15_3_2";"12312";"2";"16"
"1_6";"8280";"0";"0"
"5_7_15_11_8_3_1_10_9_14_16_2";"11836";"2";"24"
"1";"6050";"0";"0"
"2_1_14";"9556";"0";"0"
