"permutations";"#UUIDs";"#classes";"#clone_configs"
"8_4_9_12_16_6_7_14_2_10_1_15_3_11_5_13";"24123";"4";"172"
"7_2_8_9_4_3_15_14_16_1_10_12_5_13_11_6";"24160";"4";"172"
"8_11_12_7_2_4_13_5_1_15_6_10_14_16_9_3";"24070";"4";"172"
"3_9_1_2_10_8_7_4_5_11_12_13_15_6_16_14";"23180";"4";"172"
"5_6_7_11_14_4_3_8_12_13_1_9_15_10_2_16";"23741";"4";"172"
"13_4_8_5_1_6_3_2_9_12_7_11_16_10_14_15";"23756";"4";"172"
"9_1_4_11_16_12_6_5_8_10_15_3_7_2_14_13";"23825";"4";"172"
"11_5_1_13_6_12_9_14_4_7_15_3_8_2_10_16";"24051";"4";"172"
"14_15_6_16_3_2_7_12_8_9_1_13_11_4_10_5";"24128";"4";"172"
"1_4_16_5_10_8_2_9_13_11_14_12_6_15_3_7";"23255";"4";"172"
"10_3_7_2_4_14_8_5_1_6_9_15_12_13_16_11";"23258";"4";"172"
"4_13_10_3_7_16_15_8_2_6_5_11_12_1_14_9";"23155";"4";"172"
"16_7_14_8_10_1_4_6_11_2_9_12_5_15_13_3";"23930";"4";"172"
"14_8_11_7_2_10_5_4_13_1_15_12_16_6_3_9";"24153";"4";"172"
"2_7_1_15_16_12_10_14_5_8_9_11_6_4_3_13";"22958";"4";"172"
"16_5_11_9_7_3_14_15_6_12_13_4_8_2_10_1";"23762";"4";"172"
"5_14_16_8_2_12_9_3_4_1_10_6_15_11_13_7";"23961";"4";"172"
"7_9_5_12_3_11_13_2_8_15_14_1_10_6_4_16";"24240";"4";"172"
"1_2_14_8_16_10_13_6_11_3_9_12_15_4_5_7";"23893";"4";"172"
"1_14_10_5_16_3_15_4_12_11_2_6_7_8_9_13";"23869";"4";"172"
"11_7_10_12_13_6_4_2_5_15_14_9_1_3_16_8";"23321";"4";"172"
"3_2_9_5_8_15_7_1_12_4_16_14_11_10_13_6";"24049";"4";"172"
"9_7_13_1_16_14_3_10_5_15_12_11_8_6_2_4";"23816";"4";"172"
