"permutations";"#UUIDs";"#classes";"#clone_configs"
"15_2_9_11_8_6_3_16_1_10_13_5_12_7_4_14";"23447";"1";"96"
"11_2_3_5_10_1_7_14_15_4_13_16_8_9_12_6";"23471";"1";"96"
"12_16_14_13_7_8_2_15_9_3_10_5_4_11_6_1";"23447";"1";"96"
"1_14_2_8_9_7_11_16_10_5_13_3_15_12_4_6";"23471";"1";"96"
"16_14_4_5_7_2_6_3_15_9_13_10_8_12_1_11";"23603";"1";"96"
"4_6_11_13_16_5_9_10_2_8_14_15_7_1_12_3";"23556";"1";"96"
"16_11_10_2_9_5_15_12_4_8_1_13_3_6_14_7";"23447";"1";"96"
"1_11_14_10_5_15_6_7_16_8_3_9_2_4_13_12";"23471";"1";"96"
"12_4_7_10_3_13_5_2_14_11_1_6_9_15_16_8";"23580";"1";"96"
"5_10_6_11_7_1_14_2_8_15_3_13_16_9_12_4";"23447";"1";"96"
"1_12_2_15_5_10_11_4_14_7_8_16_3_13_6_9";"23471";"1";"96"
"3_11_16_5_12_4_13_8_2_7_15_14_6_9_1_10";"23447";"1";"96"
"11_8_2_7_13_1_14_5_15_6_10_4_16_9_3_12";"23471";"1";"96"
"12_4_6_15_3_2_5_9_10_1_11_7_16_14_13_8";"23603";"1";"96"
"12_3_10_14_1_4_2_13_15_7_6_8_5_11_16_9";"23494";"1";"96"
"4_15_1_10_11_7_12_9_2_3_8_16_14_13_6_5";"23517";"1";"96"
"13_3_6_14_5_15_8_9_16_12_2_4_1_7_10_11";"23470";"1";"96"
"10_4_9_1_14_2_7_5_8_12_3_16_15_11_6_13";"23494";"1";"96"
"8_5_16_1_4_2_13_9_14_15_12_6_11_10_7_3";"23517";"1";"96"
"14_16_2_8_10_13_7_6_5_1_15_4_11_3_9_12";"23556";"1";"96"
"2_13_14_10_8_15_12_9_11_4_3_6_16_5_1_7";"23556";"1";"96"
"12_8_13_16_1_2_14_11_15_3_4_9_6_10_5_7";"23447";"1";"96"
"9_2_8_1_14_16_15_4_5_12_3_11_7_13_6_10";"23518";"1";"96"
"9_7_13_8_6_1_16_2_10_4_11_5_3_15_14_12";"23580";"1";"96"
"7_10_3_16_2_12_9_14_13_6_8_1_4_5_15_11";"23447";"1";"96"
"13_14_6_15_4_3_10_12_9_1_2_5_8_16_7_11";"23579";"1";"96"
"12_8_5_15_16_9_1_3_2_6_13_14_11_10_4_7";"23470";"1";"96"
"8_10_9_14_7_12_2_1_6_4_5_3_15_11_13_16";"23471";"1";"96"
"7_15_9_14_6_10_3_4_13_5_11_8_12_1_16_2";"23603";"1";"96"
"4_16_3_11_13_6_7_14_5_2_8_12_1_10_9_15";"23447";"1";"96"
"1_15_7_10_8_14_13_11_3_16_5_12_4_2_9_6";"23447";"1";"96"
"16_14_15_9_2_10_6_8_12_5_4_1_13_3_7_11";"23556";"1";"96"
"8_13_2_6_15_10_9_12_11_1_7_4_5_16_3_14";"23447";"1";"96"
