"permutations";"#UUIDs";"#classes";"#clone_configs";"Runtime ss";"Memory Consuption"
"family_model_0";"47,316";"20121380200"
"family_model_1";"38,815";"20329960256"
"family_model_2";"32,430";"16380456440"
"family_model_3";"29,846";"23729699280"
"family_model_4";"40,359";"20960581088"
"family_model_5";"41,670";"27062688296"
"family_model_6";"33,690";"25828576440"
"family_model_7";"36,436";"39537196928"
"family_model_8";"34,079";"39106056048"
"family_model_9";"34,884";"27708963688"
